Delinquency,Revolving Credit Percentage,Capital Reserves,Num Late 60,Debt Ratio,Monthly Income,Num Credit Lines,Num Late Past 90,Num Real Estate,Num Late 90,Num Employees
-1,0.010402205,68,0,0.094140517,3600,6,0,1,0,0
-1,0.9999999,61,0,0.529548989,1285,3,0,1,0,0
-1,0.029816467,68,0,0.175139978,4464,12,0,1,0,1
-1,0.181713732,57,0,0.130453416,11666,17,0,1,0,1
-1,0.051368557,68,0,0.445277361,4668,10,0,1,0,2
-1,0.29264536,57,0,0.205927884,26484,11,0,2,0,3
-1,0.008099838,69,0,0.389895596,8332,3,0,1,0,0
-1,0,44,0,0.326383681,6666,4,0,2,0,1
-1,0.006099797,28,0,0.139429485,3750,8,0,0,0,0
-1,0.909538698,53,1,0.595653913,7500,16,0,1,0,1
-1,0.941072508,40,0,0.178184282,8855,9,0,1,0,0
-1,0.991667222,36,1,0.554878049,5411,10,0,2,0,1
-1,0.691488418,42,0,0.272721679,16250,11,0,1,0,1
-1,0.112855258,64,0,0.307576329,2652,6,0,1,0,0
-1,0.048244493,62,0,0.262879153,16615,11,0,1,0,1
-1,0.9999999,47,0,0.092163472,9493,2,2,0,1,0
-1,0.9999999,62,0,0,5480,3,0,0,0,0
-1,0.074256375,49,0,0.347930414,5000,11,0,2,0,3
-1,0.144878408,66,0,0.28446242,8900,9,0,1,0,0
-1,0.191001932,54,0,0.705627706,5081,10,0,2,0,2
-1,0.679813777,83,0,0.689589756,4216,6,0,2,0,0
-1,2340,45,0,0.339332853,8333,7,0,2,0,2
-1,0.371875401,29,0,0.53628857,2300,9,0,1,0,3
-1,0.025856408,67,0,0.083799311,13054,13,0,1,0,0
-1,0.547887778,29,1,0.24651504,2725,5,0,0,1,0
-1,0.271668778,46,1,0.282830201,15800,14,0,2,0,4
-1,0.085152475,25,0,1005,0,5,0,0,0,0
-1,0.897203427,68,0,0.787803049,4000,8,0,2,0,0
-1,0.25889775,33,0,0.537441339,4900,3,0,1,0,1
-1,0,55,1,0.03988553,5590,8,0,0,0,0
-1,0.035940506,46,0,0.271186441,6666,10,0,1,0,3
-1,0.9999999,66,0,0.046633911,11600,2,0,0,0,1
-1,0.465238835,66,0,0.391427671,3172,8,1,1,0,0
-1,0.865423051,48,0,0.075848303,500,1,0,0,0,0
-1,0.696411671,52,0,0.408871921,11000,11,0,1,0,4
-1,0.544497658,32,1,0.166766647,6667,5,1,0,0,0
-1,0.081238383,51,0,0.066830086,7750,14,0,0,0,2
-1,0.948762809,27,0,0.144948404,4166,5,0,0,0,0
-1,0,32,2,0.463610776,7460,10,0,1,1,0
-1,0.016598893,30,0,0.136575616,1500,5,0,0,0,0
-1,0.063329564,37,0,0.329935275,6179,6,0,1,0,3
-1,0.093638481,49,0,0.042836573,8333,10,0,0,0,1
-1,0,37,0,0.184027338,7900,5,0,1,0,5
-1,0.730271957,36,1,0.632794037,5500,10,0,2,0,0
-1,0.426371142,62,1,0.406053995,3666,15,0,1,0,0
-1,0.948978489,57,0,0.043744532,8000,3,0,0,0,1
-1,0,59,0,0,4200,7,0,0,0,1
-1,1.00264667,38,2,0.472542946,3550,8,1,0,1,4
-1,0.022890604,37,0,0.288477299,6100,16,0,1,0,0
-1,0.283821988,63,0,0.750200803,1244,9,0,0,0,0
-1,0.319779462,32,0,1.247340213,12500,12,0,8,0,0
-1,0.155240525,52,0,0.483518065,6946,15,0,2,0,1
-1,0.013115183,43,0,4211,0,21,0,2,0,2
-1,0.067259209,29,1,0.168340507,2090,3,0,0,0,0
-1,0.284236153,45,1,0.318890815,7500,9,0,1,0,2
-1,0.727560021,38,0,0.712458746,2423,6,0,1,0,1
-1,0.687779097,62,0,0.249471161,7090,15,0,0,0,0
-1,0.033708851,41,0,0.408706353,6500,9,0,1,0,2
-1,0,29,0,0.193935355,3000,7,0,0,0,0
-1,0,55,1,0.388320836,4400,4,0,2,0,1
-1,0.053589282,87,0,0.001534331,5213,4,0,0,0,0
-1,0.100773109,41,0,0.199761673,9230,7,0,1,0,0
-1,0,61,0,1.394967177,913,11,0,2,0,0
-1,0.399946674,28,0,0.189702574,4000,6,0,0,0,1
-1,0.052653171,43,0,0.572292191,1984,9,0,0,0,4
-1,0.072318616,71,0,0.426412462,4300,8,0,2,0,1
-1,0.203959597,46,0,0.072914726,16100,6,0,1,0,2
-1,0.9999999,30,0,0.090341011,5600,1,0,0,0,0
-1,0.429246267,59,0,0.381254316,15928,17,0,1,0,1
-1,0.360907571,72,0,0.356679286,3697,6,0,1,0,0
-1,0.335737457,50,0,0.45722203,5773,9,0,1,0,1
-1,0.507972665,69,2,0.193935355,3000,10,2,0,2,0
-1,0.9999999,37,0,0.184625639,4500,2,0,0,0,1
-1,0.630073985,38,0,0.563328034,1886,3,0,1,0,0
-1,0.028423247,59,0,0.033982276,14330,12,0,1,0,0
-1,0.143427862,67,0,0.119463561,5666,9,0,0,0,0
-1,0.186682782,30,0,0.698120752,2500,7,0,2,0,2
-1,0.496388581,56,0,0.170164956,19580,12,0,1,0,1
-1,0.457526639,51,0,0.333583302,8000,16,0,2,0,2
-1,0.947264856,28,0,0.467171717,1187,4,0,0,0,0
-1,0.013916922,54,0,0.017655818,4700,7,0,0,0,2
-1,1.047495906,35,2,0.314566116,3871,8,0,2,1,3
-1,0.012586354,79,0,0.009596162,2500,11,0,0,0,0
-1,0.543445655,46,0,0.267146571,5000,6,0,2,0,3
-1,0.082317351,64,0,0.214426305,8636,29,0,1,0,1
-1,0.292541492,74,0,0.164917541,2000,3,0,0,0,0
-1,0.024240472,64,0,0.101514142,10500,20,0,1,0,0
-1,0.047650102,63,0,0.387956894,9000,6,0,2,0,0
-1,0.186890655,54,0,0.655589124,3640,7,0,1,0,1
-1,0.007501937,63,0,0.278226307,8050,13,0,2,0,3
-1,0.522314625,45,0,0.290229092,14491,13,0,1,0,3
-1,0.903231566,57,0,0.13080895,5228,10,0,0,0,0
-1,0.017043518,43,0,0.10821382,2300,6,0,0,0,1
-1,0.060733396,61,0,0.008549573,20000,8,0,0,0,0
-1,0.250008365,60,0,2.086478612,7550,26,0,0,0,0
-1,0.466334165,34,2,0.007495315,3201,3,0,0,0,0
-1,0.9999999,60,0,0,4200,0,0,0,0,0
-1,0.267905614,76,0,0.285452994,8200,12,0,0,0,0
-1,0.029694361,76,0,0.070513488,9600,7,0,0,0,2
-1,0.305246317,39,0,0.188281635,10154,6,0,1,0,2
-1,0.702493864,63,0,0.582162622,4697,8,0,2,0,1
-1,0.742436041,52,0,0.414081023,9700,10,0,2,0,0
-1,0.9999999,42,1,0.113421853,6250,3,3,0,1,2
-1,0.134191514,63,0,926.5,1,9,0,1,0,0
-1,0.002556199,58,0,0.115826132,7752,17,0,0,0,2
-1,0.088845558,62,0,0.073772011,5394,5,0,0,0,0
-1,0.203947961,46,1,1.206516118,5800,12,1,4,0,2
-1,0.006666097,27,0,0.000268637,7444,5,0,0,0,0
-1,0.014049649,27,0,0.352214765,3724,4,0,1,0,1
-1,0.9999999,35,1,0.092985318,3064,1,0,0,0,3
-1,0.368866624,55,0,0.437996083,9700,18,0,2,0,0
-1,0.054553316,73,0,0.043259135,16666,13,0,0,0,0
-1,0.179487766,51,0,0.492529978,10173,19,0,4,0,0
-1,0.026885902,36,0,0.344879921,11200,6,0,2,0,2
-1,0.265705207,56,0,0.259102536,31666,8,0,3,0,1
-1,0.07083751,64,0,0.255290785,6000,6,0,0,0,1
-1,0.030996074,56,0,0.131430952,4800,11,0,1,0,0
-1,0.144914011,37,0,0.045366363,6700,5,0,0,0,0
-1,0.353017659,48,0,1.299736021,4166,17,0,1,0,1
-1,0.020074662,36,0,0.334245422,4750,5,0,1,0,0
-1,0.063514422,57,0,2221.5,1,12,0,2,0,0
-1,0.03157211,39,0,0.644706486,3900,14,0,1,0,1
-1,0.397702982,38,0,0.41627543,5750,6,0,1,0,2
-1,0.971352432,24,0,0.035803497,1200,3,0,0,0,0
-1,0,73,0,0.386728192,4550,18,0,0,0,0
-1,0.9999999,79,0,0.130140954,5178,6,0,1,0,0
-1,0.003851709,81,0,0.000822143,3648,1,0,0,0,1
-1,0.010887967,55,0,0.725137431,2000,7,0,2,0,0
-1,0.686083014,57,0,0.16069592,11667,6,1,1,0,2
-1,0.212464485,58,0,0.518991188,3290,10,0,1,0,1
-1,0.006956358,52,0,0.003278689,2439,4,0,0,0,0
-1,0.073251754,51,0,0.446688128,10250,9,0,1,0,2
-1,0.431904058,63,0,0.41905226,8208,22,1,2,0,0
-1,0.026944485,41,0,0.686736475,4583,8,0,3,0,0
-1,0.297094601,43,1,0.603763294,3666,9,0,1,0,2
-1,0.922670104,40,0,0.207789429,9345,7,0,0,0,0
-1,0.051077957,74,0,0.306409131,3416,9,0,1,0,0
-1,0.319190816,49,0,0.358153388,9400,18,0,2,0,0
-1,0.008737352,68,0,0.209965006,6000,28,0,1,0,0
-1,0,57,0,0.785229953,6783,8,0,3,0,0
-1,0.243674266,48,0,0.179979778,8900,10,0,1,0,6
-1,0.9999999,40,1,0.19170579,3833,3,2,0,0,2
-1,0,23,0,0,3500,1,0,0,0,1
-1,0.028910707,52,0,0.013543599,5389,7,0,0,0,2
-1,0.50329934,55,0,0.454057468,3166,5,0,2,0,0
-1,0.799981673,61,3,0.671076012,5064,19,0,3,1,0
-1,0.069987933,33,0,0.114004783,3762,7,0,0,0,0
-1,0.067901335,69,0,0.065493451,10000,5,0,1,0,0
-1,0.740635161,39,0,0.432010059,5566,7,0,1,0,0
-1,0.023382944,84,0,0.00912845,4600,6,0,0,0,0
-1,0.9999999,32,2,0.095584668,2060,1,0,0,0,0
-1,0.092287617,61,0,0.229436075,7500,23,0,2,0,2
-1,0,37,0,0.177007047,7236,5,0,1,0,3
-1,0.9999999,33,1,0.257707218,5416,2,2,1,0,1
-1,0.057867667,81,0,0.145685279,3939,13,0,0,0,0
-1,0.07807727,60,0,0.566105156,3917,14,0,1,0,2
-1,0.201943642,46,0,0.394460554,10000,15,0,2,0,3
-1,0.077958915,57,0,0.053530226,6500,19,0,0,0,0
-1,0.205676486,57,0,0.130309575,8333,8,0,1,0,0
-1,0.073393457,38,1,0.384761524,10000,9,0,2,0,0
-1,0.079178219,82,0,0.176964607,5000,3,0,1,0,0
-1,0.073123172,33,0,0.216405216,5290,9,0,0,0,0
-1,0.745173448,68,0,0.168767792,4917,4,0,1,0,0
-1,0.10088331,52,1,0.280494456,5500,6,1,1,0,2
-1,0.347665233,46,0,0.041583367,2500,1,0,0,0,1
-1,0.354125994,57,0,0.558762411,4330,4,0,1,0,0
-1,0.029643294,50,0,0.399106478,9400,15,3,4,0,0
-1,0.540204354,34,0,0.034395414,7500,3,1,0,0,0
-1,0.640927271,53,4,0.52409692,11266,17,0,2,0,3
-1,0.058271403,76,0,0.374304267,4311,7,0,1,0,0
-1,0.719305764,64,0,0.186225718,6228,5,0,1,0,0
-1,0.045017363,72,0,0.020763907,3900,8,0,0,0,0
-1,0.35592819,48,0,0.478090767,7667,17,0,2,0,0
-1,0.57762185,71,1,0.4925,6399,14,0,2,0,1
-1,0.320593837,53,0,1.114622389,5600,14,0,1,0,1
-1,0.173428408,51,1,0.086269282,5250,11,0,0,0,0
-1,0.401789055,55,0,0.412779302,2550,11,0,0,0,0
-1,0.301152442,46,0,0.254661625,7668,10,0,1,0,3
-1,0,27,2,0.229139073,2264,5,2,0,1,0
-1,0.067512585,43,0,0.44723563,9115,4,0,2,0,0
-1,0,75,0,0.205971968,1640,4,0,0,0,1
-1,0.993335555,31,0,0.068227425,4484,6,0,0,0,1
-1,0.138793584,43,0,0.384074741,11666,9,0,5,0,0
-1,0.193584801,51,0,0.532754538,3800,13,0,2,0,0
-1,0.001124859,28,1,0.057990335,6000,8,1,0,0,0
-1,0.485558448,51,0,0.09963548,6583,5,0,0,0,0
-1,0.979521555,55,1,0.467850417,7433,11,0,2,2,0
-1,0.090641506,69,0,0.016683267,4015,2,0,0,0,0
-1,0.38480769,42,0,0.533099636,7416,5,0,1,0,3
-1,0.183676155,33,0,0.660528423,2497,9,0,1,0,0
-1,0.018124667,60,0,0.023181455,1250,4,0,0,0,1
-1,0.290320472,48,0,0.262848568,7996,7,0,1,0,3
-1,0.052161271,49,0,0.067629397,6993,5,0,0,0,1
-1,0.9999999,73,0,8500,0,2,0,0,0,0
-1,0.412657703,66,1,0.195074372,4100,7,1,0,0,0
-1,0.091201293,49,1,0.568886223,5000,15,0,2,0,0
-1,0.500234532,46,0,0.278025952,4700,10,0,1,0,1
-1,0.611388611,22,0,0.347066167,800,4,0,0,0,0
-1,0.065630892,31,0,0.162635688,5250,10,0,0,0,0
-1,0.499666889,39,0,0.450171821,3200,8,0,1,0,0
-1,0.289470539,44,0,0.4825614,8916,17,0,2,0,1
-1,0.016406971,55,0,0.001785714,5599,3,0,0,0,2
-1,0.078497383,52,0,0.207274054,8220,5,0,1,0,3
-1,0.029692431,58,2,0.287187752,6204,19,0,1,0,0
-1,0.01255887,62,0,0.044762033,7416,5,0,0,0,0
-1,0.062093267,42,0,0.230261579,8333,6,0,1,0,4
-1,0.551889862,42,1,0.790613718,3600,18,0,2,0,1
-1,0.581815774,45,0,0.724784402,8000,11,0,2,0,0
-1,0.312068793,55,1,0.127071823,1266,5,0,0,0,0
-1,0.266371179,58,0,0.498488489,12900,12,0,1,0,2
-1,0.040186458,35,0,0.300839136,5600,8,0,2,0,1
-1,0.086635409,40,0,887,0,8,0,1,0,1
-1,0.9543957,45,2,0.4842141,8836,10,0,1,0,1
-1,0.188256123,27,0,0.881825173,3900,6,0,1,0,1
-1,0.014049887,37,0,0.674399608,6120,9,0,1,0,0
-1,0.329609837,36,0,0.437743191,3597,16,0,2,0,2
-1,0.484099985,40,0,0.423251505,10794,9,0,2,0,2
-1,0.084826988,59,0,0.53418212,3612,9,0,2,0,0
-1,0.9999999,40,0,0.60616581,7200,6,0,3,0,0
-1,0.152250785,49,0,0.030774358,9000,3,0,0,0,0
-1,0.2128856,66,0,0.351891786,5100,10,0,1,0,0
-1,0.9999999,63,3,0.200843235,5217,5,0,1,1,4
-1,0,30,0,0,4700,1,0,0,0,1
-1,0.576284725,36,0,0.785404865,3000,10,0,1,0,1
