time,date,hour,minute,second,price,volume,daytime,log_return
2010-10-06 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 09:30:00,108163513286,48429,237308,137874,338117.5626999979,1226349,508158674.0,inf
2010-10-06 10:00:00,67760491226,33710,41454,100695,211571.07760000438,628813,341346095.0,-0.4688326473151909
2010-10-06 10:30:00,55539079578,27630,125338,86160,173253.98239999983,512316,288919960.0,-0.19980238209038056
2010-10-06 11:00:00,56765240944,31064,43176,80272,176734.63849999817,650491,315037872.0,0.019890765866998405
2010-10-06 11:30:00,56544129878,30943,122808,74000,176178.50990000283,576276,321784800.0,-0.0031516482899364806
2010-10-06 12:00:00,91781193396,54792,68053,137856,286902.20080000773,999318,554863156.0,0.4876436521047417
2010-10-06 12:30:00,46091606758,27516,106212,67819,144113.30849999955,416923,285849019.0,-0.6885415391797216
2010-10-06 13:00:00,56423523842,36491,36108,89546,176619.82360000082,645038,368610346.0,0.20339967854207797
2010-10-06 13:30:00,39498476790,25545,89657,56339,123675.74399999957,350400,264472039.0,-0.35633636042296835
2010-10-06 14:00:00,89007254568,61992,73014,134280,278858.2578999978,1192567,627355680.0,0.8130404436637199
2010-10-06 14:30:00,67398673118,46942,153945,99533,211589.4675000013,660810,484914033.0,-0.2760556933010661
2010-10-06 15:00:00,69951500880,52200,56965,100715,219666.41640000234,705396,527797215.0,0.03746218330632717
2010-10-06 15:30:00,144646839176,107940,326321,200299,454518.3006000114,1920643,1112232399.0,0.7271280716216795
2010-10-06 16:00:00,40202012,32,0,0,126.37,1533,320000.0,-8.187779345365014
2010-10-06 16:30:00,0,0,0,0,0.0,0,0.0,-inf
2010-10-06 17:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 17:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 18:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 18:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 19:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 19:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 20:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 20:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 21:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-06 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-06 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 07:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 08:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 09:30:00,137149170761,61407,286699,199103,432040.2613999952,1448501,642939003.0,inf
2010-10-07 10:00:00,86233320030,42900,57550,122537,271505.2516999965,817894,434877537.0,-0.46453729912166675
2010-10-07 10:30:00,74273220865,36950,166081,110734,234276.33280000553,799865,386218834.0,-0.1474801544305973
2010-10-07 11:00:00,66956454317,36641,44537,91184,211176.23200000168,681316,370954884.0,-0.10380832041392149
2010-10-07 11:30:00,68423827828,37444,155561,97000,215537.0266999964,593887,390093100.0,0.020439704797773278
2010-10-07 12:00:00,55900900467,33372,46524,69864,175780.33980000237,563742,338442264.0,-0.20389756618540233
2010-10-07 12:30:00,63499081113,37908,139248,90994,199255.38839999505,564828,393095794.0,0.12535221448459596
2010-10-07 13:00:00,44443326477,28743,32256,66945,139452.45169999966,488973,290722545.0,-0.35686366558657934
2010-10-07 13:30:00,49006255066,31694,109463,72223,153994.9123000027,634404,327958523.0,0.0991958697240738
2010-10-07 14:00:00,50292719514,35028,31401,69000,158230.15740000008,480444,353489100.0,0.027131100629943276
2010-10-07 14:30:00,52905850424,36848,120263,69286,166515.73360000082,501770,380575586.0,0.05103913556725578
2010-10-07 15:00:00,60644738119,45255,43316,81762,190710.97370000381,612126,456963362.0,0.13566925420909365
2010-10-07 15:30:00,107761498527,80415,248833,149561,338850.7617999999,1244358,829182861.0,0.5748007245107918
2010-10-07 16:00:00,60303021,48,0,0,189.67999999999998,665,480000.0,-7.487976616996997
2010-10-07 16:30:00,0,0,0,0,0.0,0,0.0,-inf
2010-10-07 17:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 17:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 18:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 18:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 19:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 19:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 20:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 20:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 21:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-07 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-07 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 07:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 08:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 09:30:00,83399082192,37341,185147,120785,262264.75290000555,906303,392045485.0,inf
2010-10-08 10:00:00,54192317568,26960,36531,82760,170111.22589999865,467869,273335860.0,-0.432902007685315
2010-10-08 10:30:00,40744743216,20270,91955,54590,127855.2129999998,408935,211950090.0,-0.2855540178580707
2010-10-08 11:00:00,40825147248,22341,30918,59946,128285.37239999896,355535,226561746.0,0.003358778959040976
2010-10-08 11:30:00,40322622048,22066,80952,58198,126742.54779999983,375627,228813398.0,-0.0120994079444088
2010-10-08 12:00:00,24965451936,14904,16464,39178,78450.93450000013,216991,150725578.0,-0.47968445511152596
2010-10-08 12:30:00,36503430528,21792,83171,55030,114807.95460000024,341195,226292130.0,0.3807873812717439
2010-10-08 13:00:00,39196965600,25350,26089,60674,123208.45149999867,359540,256169574.0,0.07061687615848139
2010-10-08 13:30:00,46533833520,30095,108866,72539,146182.53839999987,438222,311909139.0,0.17097845520986532
2010-10-08 14:00:00,41227167408,28714,28136,52957,129545.75149999913,473211,290006557.0,-0.12082199161162682
2010-10-08 14:30:00,43699591392,30436,97417,52712,137279.5306999989,454777,314154412.0,0.057985104990746744
2010-10-08 15:00:00,48684641376,36330,36344,66269,153050.2637000012,494773,367000669.0,0.10874717118310125
2010-10-08 15:30:00,126234330240,94200,300830,176579,397491.019000003,1336541,972259579.0,0.9544059517721646
2010-10-08 16:00:00,40202016,32,0,0,126.4,300,320000.0,-8.05347613739784
2010-10-08 16:30:00,0,0,0,0,0.0,0,0.0,-inf
2010-10-08 17:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 17:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 18:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 18:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 19:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 19:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 20:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 20:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 21:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-08 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-08 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 07:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 08:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 09:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 10:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 10:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 11:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 11:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 12:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 12:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 13:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 13:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 14:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 14:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 15:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 15:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 16:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 16:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 17:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 17:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 18:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 18:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 19:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 19:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 20:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 20:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 21:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-09 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-09 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 07:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 08:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 09:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 10:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 10:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 11:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 11:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 12:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 12:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 13:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 13:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 14:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 14:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 15:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 15:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 16:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 16:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 17:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 17:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 18:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 18:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 19:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 19:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 20:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 20:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 21:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-10 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-10 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 07:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 08:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 08:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 09:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 09:30:00,77509498416,34704,170353,107993,243672.61559999926,926375,364183293.0,inf
2010-10-11 10:00:00,60443740077,30070,41356,84944,189862.5371999967,660176,304920544.0,-0.24952526311536283
2010-10-11 10:30:00,58674851109,29190,128704,89854,184240.33880000198,519393,304860254.0,-0.030059227478841943
2010-10-11 11:00:00,45267476772,24772,27778,72354,142274.71239999688,386627,250570154.0,-0.25848131136675956
2010-10-11 11:30:00,27277071927,14927,59867,41840,85709.81699999975,232614,155298540.0,-0.5067924132480115
2010-10-11 12:00:00,36784850130,21960,23495,55724,115680.06850000052,397701,222005224.0,0.2998609807592907
2010-10-11 12:30:00,24583536453,14676,53782,32965,77312.65089999979,206418,152171165.0,-0.40297074859132853
2010-10-11 13:00:00,21508081770,13910,14920,29880,67563.71119999989,185953,140621880.0,-0.1347865796264463
2010-10-11 13:30:00,22271920188,14404,49168,34214,69917.0149999999,219752,148991014.0,0.034238016445097406
2010-10-11 14:00:00,44443335321,30954,38206,66242,139614.32959999828,413104,313426842.0,0.6915747938364619
2010-10-11 14:30:00,39840203802,27748,88765,58817,125303.4766000008,343022,286415317.0,-0.1081452248986207
2010-10-11 15:00:00,46674547542,34830,38608,69167,146685.69819999966,480277,352229967.0,0.15755358255437266
2010-10-11 15:30:00,102796570254,76710,238640,136447,323036.1710000216,1010119,791100447.0,0.7894721111924682
2010-10-11 16:00:00,60303033,48,0,0,189.89,460,480000.0,-7.439074623317861
2010-10-11 16:30:00,0,0,0,0,0.0,0,0.0,-inf
2010-10-11 17:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 17:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 18:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 18:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 19:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 19:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 20:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 20:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 21:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 21:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 22:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 22:30:00,0,0,0,0,0.0,0,0.0,
2010-10-11 23:00:00,0,0,0,0,0.0,0,0.0,
2010-10-11 23:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 00:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 00:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 01:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 01:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 02:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 02:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 03:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 03:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 04:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 04:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 05:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 05:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 06:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 06:30:00,0,0,0,0,0.0,0,0.0,
2010-10-12 07:00:00,0,0,0,0,0.0,0,0.0,
2010-10-12 07:30:00,0,0,0,0,0.0,0,0.0,
